id,ident,type,name,latitude_deg,longitude_deg,elevation_ft,continent,iso_country,iso_region,municipality,scheduled_service,gps_code,iata_code,local_code,home_link,wikipedia_link,keywords,full_country_name
3,AGGH,large_airport,Honiara International Airport,-9.428,160.054993,28.0,OC,SB,SB-GU,Honiara,yes,AGGH,HIR,,,https://en.wikipedia.org/wiki/Honiara_International_Airport,Henderson Field,Solomon Islands
4,AGGM,medium_airport,Munda Airport,-8.32797,157.263,10.0,OC,SB,SB-WE,Munda,yes,AGGM,MUA,,,https://en.wikipedia.org/wiki/Munda_Airport,,Solomon Islands
312371,AHJ,medium_airport,Hongyuan Airport,32.53154,102.35224,11600.0,AS,CN,CN-51,Ngawa (Hongyuan),no,ZUHY,AHJ,,,https://en.wikipedia.org/wiki/Hongyuan_Airport,Aba,China
8,ANYN,medium_airport,Nauru International Airport,-0.547458,166.919006,22.0,OC,NR,NR-14,Yaren District,yes,ANYN,INU,,,https://en.wikipedia.org/wiki/Nauru_International_Airport,ANAU,Nauru
336951,AQBC,medium_airport,Boulder Clay Runway,-74.739373,164.03539,672.0,AN,AQ,AQ-U-A,Zucchelli Station,no,AQBC,,,,https://en.wikipedia.org/wiki/Zucchelli_Station,,Antarctica
336953,AT03,medium_airport,Concordia Skyway,-75.103278,123.35825,10725.0,AN,AQ,AQ-U-A,Concordia Station,no,AT03,,,,https://en.wikipedia.org/wiki/Concordia_Station,,Antarctica
336959,AT28,medium_airport,Vostok Skiway,-78.466139,106.84825,11447.0,AN,AQ,AQ-U-A,Vostok Station,no,AT28,,,,https://en.wikipedia.org/wiki/Vostok_Station,,Antarctica
314558,AXF,medium_airport,Alxa Left Banner Bayanhot Airport,38.74831,105.58858,4560.0,AS,CN,CN-15,Bayanhot,yes,ZBAL,AXF,,,https://en.wikipedia.org/wiki/Alxa_Left_Banner_Bayanhot_Airport,,China
53,AYBK,medium_airport,Buka Airport,-5.422319889068604,154.67300415039062,11.0,OC,PG,PG-NSB,Buka Island,yes,AYBK,BUA,,,https://en.wikipedia.org/wiki/Buka_Airport,,Papua New Guinea
54,AYCH,medium_airport,Chimbu Airport,-6.024290084838867,144.9709930419922,4974.0,OC,PG,PG-CPK,Kundiawa,yes,AYCH,CMU,,,https://en.wikipedia.org/wiki/Chimbu_Airport,,Papua New Guinea
55,AYDU,medium_airport,Daru Airport,-9.08676,143.207993,20.0,OC,PG,PG-WPD,Daru,yes,AYDU,DAU,,,https://en.wikipedia.org/wiki/Daru_Airport,,Papua New Guinea
56,AYGA,medium_airport,Goroka Airport,-6.081689834590001,145.391998291,5282.0,OC,PG,PG-EHG,Goronka,yes,AYGA,GKA,,,https://en.wikipedia.org/wiki/Goroka_Airport,,Papua New Guinea
57,AYGN,medium_airport,Gurney Airport,-10.3114995956,150.333999634,88.0,OC,PG,PG-MBA,Gurney,yes,AYGN,GUR,,,https://en.wikipedia.org/wiki/Gurney_Airport,,Papua New Guinea
58,AYGR,medium_airport,Girua Airport,-8.80453968048,148.309005737,311.0,OC,PG,PG-NPP,Popondetta,yes,AYGR,PNP,,,https://en.wikipedia.org/wiki/Girua_Airport,,Papua New Guinea
59,AYHK,medium_airport,Hoskins Airport,-5.463846,150.407327,66.0,OC,PG,PG-WBK,Kimbe,yes,AYHK,HKN,,,https://en.wikipedia.org/wiki/Hoskins_Airport,,Papua New Guinea
60,AYKM,medium_airport,Kerema Airport,-7.96361017227,145.770996094,10.0,OC,PG,PG-GPK,Kerema,yes,AYKM,KMA,,,https://en.wikipedia.org/wiki/Kerema_Airport,,Papua New Guinea
61,AYKV,medium_airport,Kavieng Airport,-2.57940006256,150.807998657,7.0,OC,PG,PG-NIK,Kavieng,yes,AYKV,KVG,,,https://en.wikipedia.org/wiki/Kavieng_Airport,,Papua New Guinea
62,AYMD,medium_airport,Madang Airport,-5.20707988739,145.789001465,20.0,OC,PG,PG-MPM,Madang,yes,AYMD,MAG,,,https://en.wikipedia.org/wiki/Madang_Airport,,Papua New Guinea
63,AYMH,medium_airport,Mount Hagen Kagamuga Airport,-5.828212,144.299412,5388.0,OC,PG,PG-WHM,Mount Hagen,yes,AYMH,HGU,,,https://en.wikipedia.org/wiki/Mount_Hagen_Airport,,Papua New Guinea
64,AYMN,medium_airport,Mendi Airport,-6.14774,143.656998,5680.0,OC,PG,PG-SHM,Mendi,yes,AYMN,MDU,,,https://en.wikipedia.org/wiki/Mendi_Airport,,Papua New Guinea
65,AYMO,medium_airport,Momote Airport,-2.06189,147.423996,12.0,OC,PG,PG-MRL,Manus Island,yes,AYMO,MAS,,,https://en.wikipedia.org/wiki/Momote_Airport,,Papua New Guinea
66,AYNZ,medium_airport,Nadzab Airport,-6.569803,146.725977,239.0,OC,PG,PG-MPL,Lae,yes,AYNZ,LAE,,,https://en.wikipedia.org/wiki/Lae_Nadzab_Airport,MFO,Papua New Guinea
67,AYPY,large_airport,Port Moresby Jacksons International Airport,-9.44338035583496,147.22000122070312,146.0,OC,PG,PG-NCD,Port Moresby,yes,AYPY,POM,,,https://en.wikipedia.org/wiki/Jacksons_International_Airport,,Papua New Guinea
68,AYTK,medium_airport,Tokua Airport,-4.34046,152.380005,49.0,OC,PG,PG-EBR,Kokopo,yes,AYTK,RAB,,,https://en.wikipedia.org/wiki/Rabaul_Airport,,Papua New Guinea
69,AYVN,medium_airport,Vanimo Airport,-2.6926,141.3028,10.0,OC,PG,PG-SAN,Vanimo,yes,AYVN,VAI,,,https://en.wikipedia.org/wiki/Vanimo_Airport,,Papua New Guinea
70,AYWD,medium_airport,Wapenamanda Airport,-5.635293,143.892231,5889.0,OC,PG,PG-EPW,Wapenamanda,yes,AYWD,WBM,,,https://en.wikipedia.org/wiki/Wapenamanda_Airport,,Papua New Guinea
71,AYWK,medium_airport,Wewak International Airport,-3.58383011818,143.669006348,19.0,OC,PG,PG-ESW,Wewak,yes,AYWK,WWK,,,https://en.wikipedia.org/wiki/Wewak_International_Airport,,Papua New Guinea
44941,AZ-0001,medium_airport,Zabrat Airport,40.4955422161,49.9768066406,36.0,AS,AZ,AZ-BA,Baku,no,UBTT,ZXT,,,https://en.wikipedia.org/wiki/Zabrat_Airport,,Azerbaijan
44954,AZ-0013,medium_airport,Sitalchay Airbase,40.807313,49.431481,-46.0,AS,AZ,AZ-XIZ,Sitalchay,no,,,,,,,Azerbaijan
44962,AZ-0021,medium_airport,Qizilagach Air Base,39.006162,48.806312,,AS,AZ,AZ-MAS,Qizilagach,no,,,,,,,Azerbaijan
27301,BCW,medium_airport,Benguera Island Airport,-21.8533,35.438301,,AF,MZ,MZ-I,Benguera Island,no,,BCW,,,https://en.wikipedia.org/wiki/Benguera_Island_Airport,,Mozambique
111,BG-JAM,medium_airport,Bezmer Air Base,42.454899,26.3522,509.0,EU,BG,BG-28,Bezmer,no,LBIA,JAM,,,https://en.wikipedia.org/wiki/Bezmer_Airbase,LB44,Bulgaria
31697,BGAA,medium_airport,Aasiaat Airport,68.721802,-52.784698,74.0,,GL,GL-QK,Aasiaat,yes,BGAA,JEG,,http://airgreenland.com/om_rejsen/efter_rejsen/din_destination_/aasiaat/,https://en.wikipedia.org/wiki/Aasiaat_Airport,"Mittarfik Aasiaat, Aasiaat Lufthavn, Egedesminde",Greenland
113,BGBW,medium_airport,Narsarsuaq Airport,61.1605,-45.425999,112.0,,GL,GL-KU,Narsarsuaq,yes,BGBW,UAK,,,https://en.wikipedia.org/wiki/Narsarsuaq_Airport,Mittarfik Narsarsuaq,Greenland
114,BGGH,medium_airport,Nuuk Airport,64.193022,-51.676512,283.0,,GL,GL-SE,Nuuk,yes,BGGH,GOH,,,https://en.wikipedia.org/wiki/Nuuk_Airport,"Godthåb, Nuussuaq, Mittarfik Nuuk",Greenland
31786,BGKK,medium_airport,Kulusuk Airport,65.573601,-37.1236,117.0,,GL,GL-SE,Kulusuk,yes,BGKK,KUS,,,https://en.wikipedia.org/wiki/Kulusuk_Airport,"Kap Dan, BGKD",Greenland
115,BGSF,medium_airport,Kangerlussuaq Airport,67.010446,-50.715294,165.0,,GL,GL-QA,Kangerlussuaq,yes,BGSF,SFJ,,,https://en.wikipedia.org/wiki/Kangerlussuaq_Airport,"Bluie West 8, Sondrestrom Air Base, Sondrestromfjord Air Base",Greenland
31700,BGSS,medium_airport,Sisimiut Airport,66.951302,-53.729301,33.0,,GL,GL-QA,Sisimiut,yes,BGSS,JHS,,https://www.mit.gl/en/todays-flights/airports/sisimiut-airport/,https://en.wikipedia.org/wiki/Sisimiut_Airport,,Greenland
116,BGTL,medium_airport,Pituffik Space Base,76.531197,-68.703201,251.0,,GL,GL-AV,Pituffik,yes,BGTL,THU,,,https://en.wikipedia.org/wiki/Pituffik_Space_Base,Thule Air Base,Greenland
117,BIAR,medium_airport,Akureyri Airport,65.66000366210938,-18.07270050048828,6.0,EU,IS,IS-6,Akureyri,yes,BIAR,AEY,,,https://en.wikipedia.org/wiki/Akureyri_Airport,,Iceland
119,BIEG,medium_airport,Egilsstaðir Airport,65.2833023071289,-14.401399612426758,76.0,EU,IS,IS-7,Egilsstaðir,yes,BIEG,EGS,,,https://en.wikipedia.org/wiki/Egilssta%C3%B0ir_Airport,,Iceland
120,BIHN,medium_airport,Hornafjörður Airport,64.295601,-15.2272,24.0,EU,IS,IS-8,Höfn,yes,BIHN,HFN,,,https://en.wikipedia.org/wiki/Hornafj%C3%B6r%C3%B0ur_Airport,,Iceland
121,BIHU,medium_airport,Húsavík Airport,65.952301,-17.426001,48.0,EU,IS,IS-6,Húsavík,yes,BIHU,HZK,,,https://en.wikipedia.org/wiki/H%C3%BAsav%C3%ADk_Airport,,Iceland
122,BIIS,medium_airport,Ísafjörður Airport,66.05809783935547,-23.135299682617188,8.0,EU,IS,IS-4,Ísafjörður,yes,BIIS,IFJ,,,https://en.wikipedia.org/wiki/%C3%8Dsafj%C3%B6r%C3%B0ur_Airport,,Iceland
123,BIKF,large_airport,Keflavik International Airport,63.985001,-22.6056,171.0,EU,IS,IS-2,Reykjavík,yes,BIKF,KEF,,https://www.isavia.is/en/keflavik-airport,https://en.wikipedia.org/wiki/Keflav%C3%ADk_International_Airport,"Keflavik Naval Air Station,REK",Iceland
125,BIRK,medium_airport,Reykjavik Airport,64.1299972534,-21.9405994415,48.0,EU,IS,IS-1,Reykjavik,yes,BIRK,RKV,,,https://en.wikipedia.org/wiki/Reykjav%C3%ADk_Airport,REK,Iceland
126,BISI,medium_airport,Siglufjörður Airport,66.137847,-18.908157,10.0,EU,IS,IS-6,Siglufjörður,no,BISI,SIJ,,,https://en.wikipedia.org/wiki/Siglufj%C3%B6r%C3%B0ur_Airport,,Iceland
128,BIVM,medium_airport,Vestmannaeyjar Airport,63.42430114746094,-20.27890014648437,326.0,EU,IS,IS-8,Vestmannaeyjar,no,BIVM,VEY,,,https://en.wikipedia.org/wiki/Vestmannaeyjar_Airport,,Iceland
4614,BKPR,medium_airport,Priština Adem Jashari International Airport,42.5728,21.035801,1789.0,EU,XK,XK-01,Prishtina,yes,BKPR,PRN,,http://www.airportpristina.com/,https://en.wikipedia.org/wiki/Pristina_International_Airport,"LYPR, Pristina, Slatina Air Base",
333222,BR-0569,medium_airport,Glauber de Andrade Rocha Airport,-14.907885,-40.914804,2940.0,SA,BR,BR-BA,Vitória da Conquista,yes,SBVC,VDC,BA0005,,https://en.wikipedia.org/wiki/Glauber_Rocha_Airport,SSVC,Brazil
34946,BY-0001,medium_airport,Orsha Airport - Balbasovo Air Base,54.439999,30.2967,620.0,EU,BY,BY-VI,Orsha,no,UMIO,TXC,,,https://en.wikipedia.org/wiki/Balbasovo,"Balbasava, Bolbasovo, Orsha Southwest",Belarus
34952,BY-0003,medium_airport,Bobrovichi Air Base,52.27830123901367,29.36000061035156,440.0,EU,BY,BY-HO,Kalinovichi,no,,,,,https://en.wikipedia.org/wiki/Bobrovichi,,Belarus
44363,BY-0006,medium_airport,Osovtsy Air Base,52.5569992065,24.8840007782,,EU,BY,BY-BR,Byaroza,no,UMMO,,,,,"Byaroza Air Base, Beryoza Air Base, Аэродром Осовцы, Аэродром Бяроза, Аэродром Берёза, УММО",Belarus
42216,BZ-BGK,medium_airport,Big Creek Airport,16.519369,-88.407913,22.0,,BZ,BZ-SC,Big Creek,yes,MZBG,BGK,,,https://en.wikipedia.org/wiki/Big_Creek_Airport_(Belize),,Belize
30861,BZ-CUK,medium_airport,Caye Caulker Airport,17.735015,-88.032862,2.0,,BZ,BZ-BZ,Caye Caulker,yes,MZCK,CUK,,,https://en.wikipedia.org/wiki/Caye_Caulker_Airport,,Belize
30867,BZ-CYC,medium_airport,Caye Chapel Airport,17.683792,-88.044985,3.0,,BZ,BZ-BZ,Caye Chapel,yes,MZCP,CYC,,,https://en.wikipedia.org/wiki/Caye_Chapel_Airport,,Belize
42209,BZ-CZH,medium_airport,Corozal Municipal Airport,18.3822,-88.411903,40.0,,BZ,BZ-CZL,Corozal,yes,MZCZ,CZH,,,https://en.wikipedia.org/wiki/Corozal_Airport,Ranchito Airport,Belize
42207,BZ-DGA,medium_airport,Dangriga Airport,16.98251,-88.230988,508.0,,BZ,BZ-SC,Dangriga,yes,MZPB,DGA,,,https://en.wikipedia.org/wiki/Dangriga_Airport,Stann Creek Airport,Belize
42217,BZ-PLJ,medium_airport,Placencia Airport,16.536957,-88.361511,3.0,,BZ,BZ-SC,Placencia,yes,MZPL,PLJ,PLJ,,https://en.wikipedia.org/wiki/Placencia_Airport,,Belize
35305,BZ-PND,medium_airport,Punta Gorda Airport,16.1024,-88.808296,7.0,,BZ,BZ-TOL,Punta Gorda,yes,MZPG,PND,PND,,https://en.wikipedia.org/wiki/Punta_Gorda_Airport_(Belize),,Belize
42210,BZ-SJX,medium_airport,Sartaneja Airport,18.3561,-88.130798,3.0,,BZ,BZ-CZL,Sartaneja,yes,MZSJ,SJX,,,https://en.wikipedia.org/wiki/Sartaneja_Airport,,Belize
32370,BZ-SPR,medium_airport,John Greif II Airport,17.9139,-87.9711,4.0,,BZ,BZ-CY,San Pedro,yes,MZSP,SPR,,,https://en.wikipedia.org/wiki/San_Pedro_Airport,,Belize
42215,BZ-TZA,medium_airport,Sir Barry Bowen Municipal Airport,17.517239,-88.195775,8.0,,BZ,BZ-BZ,Belize City,yes,MZBE,TZA,,,https://en.wikipedia.org/wiki/Belize_City_Municipal_Airport,Belize City Municipal,Belize
27300,BZB,medium_airport,Bazaruto Island Airport,-21.5411,35.4729,,AF,MZ,MZ-I,Bazaruto Island,no,,BZB,,,https://en.wikipedia.org/wiki/Bazaruto_Island_Airport,,Mozambique
624,CAJ4,medium_airport,Anahim Lake Airport,52.451501,-125.303776,3635.0,,CA,CA-BC,Anahim Lake,yes,CAJ4,YAA,CAJ4,,https://en.wikipedia.org/wiki/Anahim_Lake_Airport,AJ4,Canada
643,CAT4,medium_airport,Qualicum Beach Airport,49.337456,-124.393086,191.0,,CA,CA-BC,Qualicum Beach,yes,CAT4,XQU,CAT4,http://www.qualicumbeach.com/cms.asp?wpID=437,https://en.wikipedia.org/wiki/Qualicum_Beach_Airport,AT4,Canada
664,CBBC,medium_airport,Bella Bella (Campbell Island) Airport,52.185001,-128.156994,141.0,,CA,CA-BC,Bella Bella,yes,CBBC,ZEL,CBBC,,https://en.wikipedia.org/wiki/Bella_Bella_(Campbell_Island)_Airport,BBC,Canada
344674,CD-0024,medium_airport,Boma Lukandu International Airport,-5.80543,12.99582,281.0,AF,CD,CD-KO,Boma,no,,,,,https://en.wikipedia.org/wiki/Boma_International_Airport,,"Congo, The Democratic Republic of the"
43972,CN-0003,medium_airport,Laohutun Air Base,39.669998,121.765999,,AS,CN,CN-21,"Wafangdian, Dalian",no,,,,,,,China
43973,CN-0004,medium_airport,Pulandian Air Base,39.450901,122.017998,,AS,CN,CN-21,"Pulandian, Dalian",no,,,,,,,China
44082,CN-0006,medium_airport,Beijing Shahezhen Air Base,40.14916610717773,116.3213882446289,,AS,CN,CN-11,Beijing,no,,,,,,,China
44083,CN-0007,medium_airport,Beijing Tongxian Air Base,39.81111145019531,116.70833587646484,,AS,CN,CN-11,Beijing,no,,,,,,,China
44127,CN-0012,medium_airport,Yuanmou Air Base,25.737499,101.882004,3810.0,AS,CN,CN-53,Chuxiong (Yuanmou),no,ZPYM,YUA,,,,,China
44089,CN-0013,medium_airport,Fengning Air Base,41.26079940795898,116.61799621582033,,AS,CN,CN-13,,no,,,,,,,China
44090,CN-0014,medium_airport,Hohhot Bikeqi Air Base,40.737015,111.229749,,AS,CN,CN-15,Hohhot,no,,,,,,,China
44091,CN-0015,medium_airport,Huairen Air Base,39.717499,113.142998,3260.0,AS,CN,CN-14,Shuozhou,no,,,,,https://en.wikipedia.org/wiki/Huairen_Air_Base,Datong Huairen Airport,China
44092,CN-0016,medium_airport,Liangxiangzhen Air Base,39.757801,116.125999,,AS,CN,CN-11,Beijing,no,ZBLX,,,,,,China
44094,CN-0018,medium_airport,Tangguantun Air Base,38.781101,117.068001,,AS,CN,CN-12,Jinghai,no,,,,,,,China
44096,CN-0020,medium_airport,Wenshui Air Base,37.407799,111.966003,,AS,CN,CN-14,Lüliang,no,,,,,,,China
44097,CN-0021,medium_airport,Yangcun Air Base,39.37329864501953,117.09500122070312,,AS,CN,CN-12,,no,,,,,,Meichong,China
44098,CN-0022,medium_airport,Yongning Air Base,40.50310134887695,116.10800170898438,,AS,CN,CN-11,Yongning,no,,,,,,,China
44100,CN-0024,medium_airport,Zhangjiakou Ningyuan Airport,40.738602,114.93,2347.0,AS,CN,CN-13,Zhangjiakou,yes,ZBZJ,ZQZ,,,https://en.wikipedia.org/wiki/Zhangjiakou_Ningyuan_Airport,"Zhangjiakou Air Base, 张家口宁远机场, ZZHA",China
44101,CN-0025,medium_airport,Tangshan Zunhua Air Base,40.102501,117.887001,,AS,CN,CN-13,Tangshan,no,,,,,,,China
44102,CN-0026,medium_airport,Chengdu Huangtianba Air Base,30.705299,103.949997,,AS,CN,CN-51,Chengdu (Qingyang),no,,,,,,,China
44103,CN-0027,medium_airport,Baoshan Yunrui Airport,25.053301,99.168297,5453.0,AS,CN,CN-53,Baoshan (Longyang),yes,ZPBS,BSD,,,https://en.wikipedia.org/wiki/Baoshan_Yunrui_Airport,Baoshan Yunduan Airport,China
44106,CN-0030,medium_airport,Chongqing Baishiyi Air Base,29.4953,106.359001,,AS,CN,CN-50,Chongqing,no,,,,,,,China
44116,CN-0040,medium_airport,Lincang Boshang Airport,23.7381,100.025002,6230.0,AS,CN,CN-53,Lincang,yes,ZPLC,LNJ,,,https://en.wikipedia.org/wiki/Lincang_Airport,Lintsang Airfield,China
44117,CN-0041,medium_airport,Luliang Air Base,24.988192,103.642833,,AS,CN,CN-53,Qujing (Luliang),no,,,,,,,China
44119,CN-0043,medium_airport,Honghe Mengzi Airport / Mengzi Air Base,23.3953,103.334,,AS,CN,CN-53,Honghe,no,,,,,,ZWEE,China
44121,CN-0045,medium_airport,Qionglai Air Base,30.49099,103.466139,,AS,CN,CN-51,Chengdu (Qionglai),no,,,,,,,China
44122,CN-0046,medium_airport,Xigaze Peace Airport / Shigatse Air Base,29.3519,89.311401,3782.0,AS,CN,CN-54,Xigazê (Samzhubzê),yes,ZURK,RKZ,,,https://en.wikipedia.org/wiki/Shigatse_Peace_Airport,,China
44124,CN-0048,medium_airport,Wenshan Air Base,23.715599060058597,103.8270034790039,,AS,CN,CN-53,,no,,,,,,,China
44125,CN-0049,medium_airport,Xiangyun Midu Air Base,25.445299,100.735001,,AS,CN,CN-53,Dali (Xiangyun),no,,,,,,Beitun Airport,China
44126,CN-0050,medium_airport,Panzhihua Bao'anying Airport,26.54,101.79852,1620.0,AS,CN,CN-51,Panzhihua (Renhe),yes,ZUZH,PZI,,,https://en.wikipedia.org/wiki/Panzhihua_Bao'anying_Airport,"Xining Air Base, 攀枝花保安营机场",China
44131,CN-0053,medium_airport,Baihe Ningming Air Base,22.120481,107.125046,,AS,CN,CN-45,Ningming,no,,,,,,,China
44133,CN-0055,medium_airport,Changsha Datuopu Airport / Changsha Air Base,28.068522,112.957306,170.0,AS,CN,CN-43,Changsha (Tianxin),no,ZGCS,,,,,Changsha City Airport,China
44134,CN-0056,medium_airport,Dangyang Air Base,30.798599,111.809998,,AS,CN,CN-42,Yichang (Dangyang),no,,,,,,,China
44135,CN-0057,medium_airport,Foluo Northeast Air Base,18.6922,109.161003,,AS,CN,CN-46,Ledong (Da'anzhen),no,,,,,,,China
44139,CN-0061,medium_airport,Foshan Shadi Airport,23.0833,113.07,6.0,AS,CN,CN-44,Foshan (Nanhai),yes,ZGFS,FUO,,,https://en.wikipedia.org/wiki/Foshan_Shadi_Airport,Guangzhou Shadi Air Base,China
44141,CN-0063,medium_airport,Guiping Mengxu Air Base,23.330799,110.009003,171.0,AS,CN,CN-45,Guiping (Guigang),no,,,,,,,China
323907,CN-0067,medium_airport,Xinyang Minggang Airport,32.540819,114.079141,312.0,AS,CN,CN-41,Xinyang,yes,ZHXY,XAI,,,https://en.wikipedia.org/wiki/Xinyang_Minggang_Airport,"Queshan Air Base, 信阳明港机场",China
44146,CN-0068,medium_airport,Huizhou Pingtan Airport,23.049999,114.599998,50.0,AS,CN,CN-44,Huizhou (Pingtan),yes,ZGHZ,HUZ,,,https://en.wikipedia.org/wiki/Huizhou_Airport,"Huiyang Air Base, Pingtan Airport",China
44147,CN-0069,medium_airport,Jialaishi Air Base,19.697201,109.725998,,AS,CN,CN-46,Lingao (Jialai),no,,,,,,,China
44149,CN-0071,medium_airport,Leiyang Air Base,26.58720016479492,112.89199829101562,,AS,CN,CN-43,,no,,,,,,,China
44150,CN-0072,medium_airport,Lingshui Air Base,18.4944,109.987999,,AS,CN,CN-46,Lingshui (Huayuan),no,,,,,,,China
324349,CN-0074,medium_airport,Shangqiu Air Base,34.449507,115.459261,,AS,CN,CN-41,Shangqiu,no,,,,,https://en.wikipedia.org/wiki/Shangqiu_Airport,,China
324768,CN-0076,medium_airport,Zhengzhou Air Base,34.86125,113.729631,,AS,CN,CN-41,Zhengzhou,no,,,,,,,China
44157,CN-0079,medium_airport,Shaoguan Danxia Airport,24.9786,113.420998,280.0,AS,CN,CN-44,Shaoguan,yes,ZGSG,HSC,,,https://en.wikipedia.org/wiki/Shaoguan_Danxia_Airport,"Shaoguan Air Base, Shaoguan Guitou Airport",China
44158,CN-0080,medium_airport,Suixi Air Base,21.3958,110.199997,,AS,CN,CN-44,Zhanjiang (Suixi),no,,,,,,,China
44159,CN-0081,medium_airport,Jinggangshan Airport,26.856899,114.737,281.0,AS,CN,CN-36,Ji'an,yes,ZSJA,JGS,,,https://en.wikipedia.org/wiki/Jinggangshan_Airport,"Tiahe Air Base, Ji'an Airport",China
44160,CN-0082,medium_airport,Baise Youjiang Airport,23.7206,106.959999,490.0,AS,CN,CN-45,Baise (Tianyang),yes,ZGBS,AEB,,,https://en.wikipedia.org/wiki/Baise_Youjiang_Airport,"Tian Yang Air Base, Bose airport, 百色右江机场",China
329666,CN-0083,medium_airport,Guodu Air Base,36.000428,117.625833,,AS,CN,CN-37,"Xintai, Tai'an",no,,,,,,,China
44163,CN-0085,medium_airport,Xiaogan Air Base,30.95359,113.911774,,AS,CN,CN-42,Xiaogan (Xiaonan),no,,,,,,,China
44167,CN-0089,medium_airport,Lianyungang Huaguoshan International Airport,34.41406,119.17899,,AS,CN,CN-32,Lianyungang,yes,ZSLG,LYG,,,https://en.wikipedia.org/wiki/Lianyungang_Huaguoshan_International_Airport,,China
44168,CN-0090,medium_airport,Cangxian Air Base,38.403025,116.930924,,AS,CN,CN-13,Cangzhou,no,,,,,,,China
44169,CN-0091,medium_airport,Dongying Shengli Airport,37.5085983276,118.788002014,15.0,AS,CN,CN-37,Dongying,no,ZSDY,DOY,,,https://en.wikipedia.org/wiki/Dongying_Shengli_Airport,"Dongying Air Base, Dongying Yong'an Airport",China
44170,CN-0092,medium_airport,Jiaozhou Jiaocheng Air Base,36.331163,120.025538,62.0,AS,CN,CN-37,"Jiaozhou, Qingdao",no,,,,,,,China
44172,CN-0094,medium_airport,Jiugucheng Air Base,37.491153,116.116726,75.0,AS,CN,CN-13,Hengshui,no,,,,,,,China
44173,CN-0095,medium_airport,Kaifeng Air Base,34.75389862060547,114.33899688720705,,AS,CN,CN-41,Kaifeng,no,,,,,,,China
44174,CN-0096,medium_airport,Laiyang Air Base,36.9636,120.591003,,AS,CN,CN-37,Yantai,no,,,,,,,China
44175,CN-0097,medium_airport,Luyang Air Base,33.685434,112.89053,469.0,AS,CN,CN-41,Xuchang (Pingdingshan),no,,,,,,,China
44182,CN-0104,medium_airport,Xingcheng Air Base,40.580328,120.700374,30.0,AS,CN,CN-21,"Xingcheng, Huludao",no,ZYXC,XEN,,,,,China
44184,CN-0106,medium_airport,Xuzhou Daguozhang Air Base,34.229285,117.245665,,AS,CN,CN-32,Xuzhou,no,,,,,,,China
44189,CN-0111,medium_airport,Zhucheng Air Base,36.027468,119.43778,,AS,CN,CN-37,Weifang,no,,,,,,,China
44191,CN-0113,medium_airport,Altay Xuedu Airport,47.749886,88.085808,2460.0,AS,CN,CN-65,Altay,yes,ZWAT,AAT,,,https://en.wikipedia.org/wiki/Altay_Xuedu_Airport,Altay Air Base,China
44192,CN-0114,medium_airport,Baoji Air Base,34.53125,107.470679,,AS,CN,CN-61,Baoji (Fengxiang),no,,,,,,,China
44195,CN-0117,medium_airport,Gonghe Air Base,36.3367,100.480003,,AS,CN,CN-63,Hainan (Gonghe),no,,,,,,,China
339961,CN-0121,medium_airport,Huangdicun Naval Air Base,40.49979,120.659295,97.0,AS,CN,CN-21,Huludao,no,,,,,,,China
44201,CN-0123,medium_airport,Lanzhou Air Base,35.917801,104.218002,,AS,CN,CN-62,Lanzhou (Yuzhong),no,,,,,,,China
44203,CN-0125,medium_airport,Lintao Air Base,35.3083,103.835999,,AS,CN,CN-62,Dingxi (Lintao),no,,,,,,,China
44205,CN-0127,medium_airport,Qingshui Air Base,39.554699,98.884201,,AS,CN,CN-62,Jiuquan (Suzhou),no,,,,,,,China
44208,CN-0130,medium_airport,Tianshui Maijishan Airport,34.559399,105.860001,3590.0,AS,CN,CN-62,Tianshui (Maiji),yes,ZLTS,THQ,,,https://en.wikipedia.org/wiki/Tianshui_Maijishan_Airport,"Tianshui Air Base, 天水麦积山机场, ZBEE",China
44210,CN-0132,medium_airport,Ürümqi South Air Base,43.466593,87.531177,,AS,CN,CN-65,Ürümqi,no,,,,,,,China
44211,CN-0133,medium_airport,Uxxaktal Air Base,42.1814,87.188103,,AS,CN,CN-65,"Hoxud, Bayingolin",no,ZWML,,,,,,China
44212,CN-0134,medium_airport,Wugong Air Base,34.275907,108.2658,,AS,CN,CN-61,Xianyang (Wugong),no,,,,,,,China
44213,CN-0135,medium_airport,Ürümqi Changji Air Base,43.951175,87.079232,2425.0,AS,CN,CN-65,Ashilixiang,no,,,,,,,China
44214,CN-0136,medium_airport,Wuwei Air Base,37.9883,102.567001,,AS,CN,CN-62,Wuwei,no,,,,,,,China
44215,CN-0137,medium_airport,Xi'an Air Base,34.153059,108.599739,1337.0,AS,CN,CN-61,Xi'an (Huyi),no,,,,,,Huxian Air Base,China
44216,CN-0138,medium_airport,Xincheng Air Base,25.5483,114.619003,,AS,CN,CN-36,Ganzhou,no,,,,,,,China
44217,CN-0139,medium_airport,Yaerbashi Test Range,43.077202,92.808098,,AS,CN,CN-65,"Yizhou, Hami",no,,,,,,,China
44218,CN-0140,medium_airport,Yanliang Air Base,34.642248,109.241867,,AS,CN,CN-61,Xi'an (Yanliang),no,,,,,,,China
44224,CN-0146,medium_airport,Daishan Air Base,30.287581,122.144401,7.0,AS,CN,CN-33,Zhoushan,no,,,,,,,China
